customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,property_valuation
742,Dexter,Robelin,Male,55,1966-04-24,Senior Developer,Manufacturing,Mass Customer,0,0,15.0,1 Monica Street,2100,NSW,9.0
743,Pattin,Morican,Male,89,1981-04-06,VP Accounting,Financial Services,Mass Customer,0,1,13.0,0272 Pankratz Hill,2031,NSW,10.0
744,Heinrik,,Male,54,1977-08-30,Graphic Designer,Manufacturing,Affluent Customer,0,1,14.0,2 North Crossing,3111,VIC,11.0
745,Dotty,Maylott,Female,84,1978-03-22,,Manufacturing,Mass Customer,0,1,13.0,345 Dovetail Avenue,4305,QLD,5.0
746,Aldo,Waistall,Male,47,1964-07-29,Business Systems Development Analyst,,Affluent Customer,0,1,17.0,2826 Huxley Center,3137,VIC,8.0
747,Eula,Bruni,Female,91,1978-04-24,Database Administrator II,,Mass Customer,0,0,7.0,61043 Summer Ridge Junction,2229,NSW,11.0
748,Linet,Postill,Female,51,1981-04-21,VP Marketing,Financial Services,High Net Worth,0,0,7.0,56045 Express Avenue,2176,NSW,9.0
749,Andreas,Cosin,Male,47,1972-08-01,Environmental Specialist,Argiculture,Mass Customer,0,0,19.0,760 Forest Dale Place,3068,VIC,12.0
750,Izaak,Gisborne,Male,42,1995-04-08,Analyst Programmer,Retail,Affluent Customer,0,1,7.0,99 Wayridge Place,2263,NSW,8.0
751,Amie,Dufty,Female,41,2001-10-31,Business Systems Development Analyst,Financial Services,Affluent Customer,0,0,1.0,5 Dahle Trail,2117,NSW,10.0
752,Kalil,Palombi,Male,13,1961-06-27,Speech Pathologist,Financial Services,High Net Worth,0,0,12.0,62215 Delaware Plaza,4118,QLD,3.0
753,Josy,St. Quentin,Female,82,1970-03-07,Food Chemist,Health,Affluent Customer,1,1,6.0,37 Dorton Street,2594,NSW,3.0
754,Patsy,Beefon,Female,15,1979-07-28,Senior Financial Analyst,Financial Services,Mass Customer,0,0,14.0,00 Evergreen Center,3850,VIC,4.0
755,Baily,Imison,Male,31,1993-07-13,Senior Cost Accountant,Financial Services,Mass Customer,0,0,4.0,80 Maple Avenue,2536,NSW,4.0
756,Carin,Lauthian,Female,65,1974-09-25,Computer Systems Analyst IV,Manufacturing,Mass Customer,0,1,16.0,43 Jana Way,3750,VIC,7.0
757,Kinsley,Klimus,Male,91,1977-05-13,Environmental Tech,Financial Services,Mass Customer,0,0,18.0,195 Knutson Place,4019,QLD,8.0
758,Teena,Birrel,Female,99,1967-04-07,,Manufacturing,High Net Worth,0,1,11.0,9 Melby Park,2197,NSW,10.0
759,Mitchel,Schimek,Male,89,1963-04-18,Clinical Specialist,Health,High Net Worth,0,0,13.0,4 Vahlen Junction,2227,NSW,10.0
760,Shamus,Fyndon,Male,46,1978-03-02,Assistant Professor,,Mass Customer,0,1,18.0,6330 Monica Way,2540,NSW,9.0
761,Vaughan,McCromley,Male,12,1977-11-27,Media Manager II,Health,Affluent Customer,0,1,4.0,7101 Gulseth Hill,2293,NSW,9.0
762,Kerwin,Jossel,Male,91,1980-03-06,Environmental Specialist,,Mass Customer,0,1,22.0,983 2nd Road,2560,NSW,8.0
763,Benita,Cuffley,Female,95,1987-11-05,Computer Systems Analyst IV,Manufacturing,Affluent Customer,0,0,12.0,08 Vidon Center,2143,NSW,5.0
764,Samuel,Stiff,Male,40,1977-03-16,Environmental Tech,Financial Services,Mass Customer,0,1,22.0,36 Helena Drive,4305,QLD,1.0
765,Valeria,Chazette,Female,50,1984-08-31,,Retail,Affluent Customer,0,0,16.0,20554 Orin Place,3630,VIC,1.0
766,Nonna,Hun,Female,16,1975-04-22,,Retail,Mass Customer,0,1,14.0,3903 Messerschmidt Park,2164,NSW,8.0
767,Gustav,Kos,Male,70,1955-12-16,Budget/Accounting Analyst II,Manufacturing,High Net Worth,0,0,11.0,64 Muir Lane,2148,NSW,8.0
768,Alexia,Wolford,Female,5,1974-01-14,Web Developer IV,Argiculture,Affluent Customer,0,1,21.0,06495 Swallow Terrace,2759,NSW,9.0
769,Cameron,Letherbury,Male,65,1961-12-28,Analog Circuit Design manager,IT,Mass Customer,0,0,12.0,033 Loftsgordon Center,2150,NSW,8.0
770,Zara,Maccaddie,Female,10,1984-02-05,Software Consultant,IT,High Net Worth,0,1,13.0,80 Scofield Alley,3121,VIC,10.0
771,Lammond,MacGeffen,Male,12,1964-03-12,,,Affluent Customer,0,1,8.0,64 Milwaukee Pass,4350,QLD,4.0
772,Lorianna,Vidyapin,Female,12,1998-12-26,Community Outreach Specialist,Entertainment,Mass Customer,0,0,4.0,50851 Vahlen Avenue,2567,NSW,7.0
773,Robbie,Handaside,Male,77,1985-02-12,,Financial Services,Affluent Customer,0,1,20.0,88 Bay Drive,4305,QLD,3.0
774,Phelia,Perotti,Female,79,1998-11-27,Operator,Manufacturing,High Net Worth,0,0,1.0,0 Thompson Road,3183,VIC,8.0
775,Nikita,Kilby,Male,66,1982-09-21,Accounting Assistant IV,Manufacturing,Affluent Customer,0,0,4.0,99 Elka Street,4350,QLD,4.0
776,Stanley,Seven,Male,30,1980-09-24,Financial Analyst,Financial Services,High Net Worth,0,0,20.0,2699 Crest Line Way,4869,QLD,4.0
777,Wolfgang,Tarrier,Male,2,1993-01-09,Paralegal,Financial Services,High Net Worth,0,0,4.0,6 Melody Trail,2145,NSW,9.0
778,Stacy,Pozzi,Male,24,1976-11-17,Assistant Professor,Manufacturing,High Net Worth,0,0,13.0,90 New Castle Trail,2137,NSW,9.0
779,Maddy,Larrat,Female,1,1992-02-10,Staff Accountant III,Health,High Net Worth,0,0,7.0,2570 Wayridge Park,2093,NSW,9.0
780,Kim,,Female,24,1973-10-12,Professor,Financial Services,Mass Customer,0,0,20.0,70 Old Gate Street,2354,NSW,3.0
781,Elvis,O'Leagham,Male,80,1958-11-15,Legal Assistant,Manufacturing,Mass Customer,0,0,17.0,3 Magdeline Terrace,2190,NSW,10.0
782,Bevvy,Siegertsz,Female,30,1976-08-29,Geological Engineer,Manufacturing,Mass Customer,0,0,17.0,36744 Birchwood Center,4019,QLD,3.0
783,Rudd,Strangeways,Male,6,1985-07-25,Information Systems Manager,Retail,Affluent Customer,0,0,14.0,68 Chinook Street,4814,QLD,2.0
784,Frederik,Duckett,Male,10,1977-01-24,Accounting Assistant III,IT,High Net Worth,0,1,22.0,0 Valley Edge Plaza,3201,VIC,6.0
785,Anthea,Guesford,Female,48,1979-08-26,Assistant Professor,Manufacturing,Mass Customer,0,1,18.0,8 Starling Trail,2282,NSW,8.0
786,Francklin,Ubanks,Male,34,1985-02-14,,Financial Services,Affluent Customer,0,0,16.0,3 Crest Line Plaza,2223,NSW,10.0
787,Norma,Batrim,Female,29,1996-12-15,,Retail,Affluent Customer,0,1,2.0,0601 Stephen Place,2292,NSW,7.0
788,Gregg,Townsend,Male,62,1964-07-01,Social Worker,Health,Mass Customer,0,0,11.0,00 Mockingbird Junction,2141,NSW,9.0
789,Gabrielle,Giraudot,Female,69,1978-04-28,Geological Engineer,Manufacturing,Affluent Customer,0,1,14.0,37817 Burning Wood Circle,2126,NSW,11.0
790,Yvonne,,Female,22,1968-03-24,Senior Editor,,Affluent Customer,0,0,15.0,02353 Kropf Lane,3046,VIC,9.0
791,Tootsie,Hurt,Female,3,1968-09-29,Professor,Manufacturing,Mass Customer,0,1,14.0,79 Arkansas Drive,3008,VIC,10.0
792,Mitch,Rains,Male,10,1975-11-19,Structural Engineer,,High Net Worth,0,1,4.0,4085 Jackson Hill,2830,NSW,7.0
793,Kissie,Delong,Female,97,1989-01-30,Actuary,Financial Services,High Net Worth,0,1,9.0,57 Gulseth Terrace,2099,NSW,10.0
794,Scott,Ommundsen,Male,99,1955-05-12,Compensation Analyst,Financial Services,Affluent Customer,0,1,16.0,52737 Morningstar Crossing,2250,NSW,3.0
795,Cassy,Awdry,Female,35,1973-08-20,Environmental Tech,Financial Services,High Net Worth,0,0,18.0,866 Rockefeller Junction,2171,NSW,9.0
796,Ira,Lamlin,Female,8,1997-05-27,Financial Analyst,Financial Services,Mass Customer,0,0,2.0,414 Kensington Lane,3076,VIC,8.0
797,Meridel,Rawet,Female,51,1973-10-20,Internal Auditor,Financial Services,Mass Customer,0,0,19.0,81 Holy Cross Alley,2077,NSW,8.0
798,Dorita,Blackburne,Female,22,1988-05-20,Teacher,Financial Services,High Net Worth,0,0,5.0,1 Loomis Parkway,3156,VIC,9.0
799,Harland,Spilisy,U,39,,Programmer I,IT,Mass Customer,0,1,,572 Brown Circle,2756,NSW,8.0
800,Quint,Popov,Male,68,1978-12-31,Account Coordinator,Manufacturing,Mass Customer,0,0,8.0,92344 Oakridge Drive,4873,QLD,4.0
801,Bertram,Linn,Male,28,1980-10-08,Geologist IV,,Affluent Customer,0,0,20.0,1626 Dawn Street,4514,QLD,3.0
802,Ailyn,Carberry,Female,50,1986-02-20,Financial Analyst,Financial Services,Mass Customer,0,0,3.0,845 Talisman Pass,4210,QLD,7.0
803,Nina,Murcutt,Female,96,1999-11-11,Nuclear Power Engineer,Manufacturing,High Net Worth,0,0,3.0,1899 Manley Court,4551,QLD,7.0
804,Henrietta,Seater,Female,98,1999-06-17,Technical Writer,,High Net Worth,0,1,1.0,15067 Commercial Pass,4006,QLD,7.0
805,Jorrie,Hanhardt,Female,48,1960-04-19,Electrical Engineer,Manufacturing,Mass Customer,0,0,10.0,80932 5th Street,2754,NSW,8.0
806,Carter,Kaesmakers,Male,66,1992-07-28,Sales Representative,Retail,Mass Customer,0,1,7.0,018 Erie Point,2767,NSW,9.0
807,Lorne,Quested,Female,48,1980-11-25,Safety Technician I,,Affluent Customer,0,0,16.0,40402 Moulton Park,2282,NSW,8.0
808,Nigel,Phippard,Male,21,1979-11-21,Social Worker,Health,High Net Worth,0,1,17.0,246 Norway Maple Trail,3810,VIC,2.0
809,Nevsa,Washtell,Female,83,1977-10-23,Biostatistician III,Health,Mass Customer,0,0,18.0,2 Autumn Leaf Plaza,2137,NSW,8.0
810,Fawnia,Bartrum,Female,24,1998-04-04,Software Test Engineer IV,Health,Mass Customer,0,1,1.0,808 Starling Place,2173,NSW,9.0
811,Ive,Chapelhow,Male,6,1984-01-13,Nurse Practicioner,,Mass Customer,0,0,8.0,5409 Mandrake Circle,2152,NSW,10.0
812,Coral,Dunkirk,Female,1,1989-09-22,,Financial Services,Mass Customer,0,0,16.0,786 Bonner Drive,2340,NSW,4.0
813,Lisette,Nesbit,Female,12,1962-03-21,Account Representative III,Health,Mass Customer,0,0,14.0,7175 Orin Junction,2088,NSW,12.0
814,Raffarty,Giacomoni,Male,60,1959-12-23,Analog Circuit Design manager,Manufacturing,Mass Customer,0,0,14.0,8208 Lotheville Street,3805,VIC,8.0
815,Caryn,Sampey,Female,47,1974-07-06,,Manufacturing,Mass Customer,0,1,22.0,25689 Eastlawn Crossing,2067,NSW,11.0
816,Donni,Boor,Female,71,1957-01-10,Product Engineer,Manufacturing,Mass Customer,0,0,15.0,44 Lakewood Gardens Pass,2122,NSW,10.0
817,Niel,Abilowitz,Male,38,1992-04-08,Editor,Financial Services,Mass Customer,0,1,6.0,87 Twin Pines Plaza,3976,VIC,5.0
818,Beverie,Bosanko,Female,17,1973-12-21,Chemical Engineer,Manufacturing,Mass Customer,0,0,11.0,65 Sachtjen Park,2067,NSW,11.0
819,Temp,Thebeau,Male,7,1975-07-17,Associate Professor,Manufacturing,Affluent Customer,0,1,5.0,84 Loomis Pass,2000,NSW,12.0
820,Cecilia,Chipchase,Female,12,1977-01-06,,Financial Services,High Net Worth,0,0,16.0,58047 Westport Road,2040,NSW,12.0
821,Gregoor,Aronovitz,Male,41,1981-07-24,Financial Analyst,Financial Services,Mass Customer,0,1,7.0,59000 American Center,2530,NSW,8.0
822,Ardis,Tomlett,Female,67,1974-10-23,Sales Associate,Health,High Net Worth,0,0,17.0,659 Scofield Street,3175,VIC,5.0
823,Stesha,Morecombe,Female,91,1990-02-17,Internal Auditor,Manufacturing,Affluent Customer,0,0,9.0,388 Weeping Birch Plaza,2156,NSW,11.0
824,Fleurette,Whardley,Female,97,1977-02-27,Financial Advisor,Financial Services,Affluent Customer,0,1,12.0,09413 Holmberg Terrace,4127,QLD,3.0
825,Willis,Whyler,Male,17,1975-08-15,Computer Systems Analyst IV,,Affluent Customer,0,1,16.0,8640 Village Junction,2066,NSW,12.0
826,Marc,Waddilove,Male,92,1998-12-25,Recruiting Manager,Financial Services,Mass Customer,0,1,1.0,177 Sheridan Trail,2759,NSW,8.0
827,Phillis,Rudwell,Female,90,1996-05-07,,Health,Affluent Customer,0,0,5.0,1 Oriole Alley,4171,QLD,11.0
828,Darda,Kernocke,Female,93,1957-12-14,,Health,Mass Customer,0,1,20.0,8925 Ryan Trail,2073,NSW,11.0
829,Byran,Goodfield,Male,84,2001-01-22,Environmental Tech,Financial Services,High Net Worth,0,1,2.0,77 Nova Junction,3218,VIC,8.0
830,Jayson,Chilcott,Male,58,1981-05-31,VP Quality Control,Manufacturing,Affluent Customer,0,0,6.0,43 Esker Pass,2228,NSW,8.0
831,Teddy,Keijser,Male,4,1973-04-20,Paralegal,Financial Services,Affluent Customer,0,0,11.0,205 Melody Circle,4207,QLD,4.0
832,Shaun,Murphey,Male,30,1977-11-30,Research Assistant IV,Retail,Mass Customer,0,0,14.0,44997 Anniversary Way,4114,QLD,3.0
833,Wadsworth,Hubane,Male,9,1995-10-03,Safety Technician II,,High Net Worth,0,1,4.0,4444 Bunting Point,2430,NSW,7.0
834,Rudolf,Brandes,Male,37,1973-04-07,Environmental Tech,Financial Services,Mass Customer,0,0,3.0,3 Washington Plaza,3199,VIC,7.0
835,Zachary,Matyukon,Male,85,1968-04-22,Electrical Engineer,Manufacturing,Mass Customer,0,1,9.0,285 Aberg Point,2192,NSW,10.0
836,Clemence,Vautre,Female,33,1990-04-02,Actuary,Financial Services,Mass Customer,0,1,9.0,4 Sachtjen Avenue,4210,QLD,10.0
837,Derick,Fasler,Male,4,1957-01-11,Internal Auditor,,Mass Customer,0,1,13.0,055 Dakota Pass,2290,NSW,8.0
838,Hayden,Heersema,Male,27,1971-02-03,Financial Advisor,Financial Services,High Net Worth,0,0,15.0,6 Green Ridge Circle,4350,QLD,3.0
839,Charis,Greaves,U,14,,Structural Analysis Engineer,IT,Mass Customer,0,1,,6841 Dawn Drive,2880,NSW,1.0
840,Chas,Carabet,Male,94,1964-06-20,VP Sales,Financial Services,Affluent Customer,0,1,19.0,74251 Golden Leaf Lane,4413,QLD,3.0
841,Hanan,McGreay,Male,93,1966-09-22,Marketing Manager,Manufacturing,Affluent Customer,0,1,8.0,2 Dwight Street,3187,VIC,11.0
842,Mahmud,Dobbson,Male,59,1999-08-16,Compensation Analyst,Financial Services,High Net Worth,0,0,2.0,511 Gulseth Plaza,3028,VIC,6.0
843,Salomone,Sleford,Male,80,1989-09-05,Developer II,Manufacturing,Affluent Customer,0,1,9.0,71801 Grover Point,2166,NSW,10.0
844,Tome,Tyt,Male,13,1978-01-13,Nurse Practicioner,Financial Services,High Net Worth,0,0,9.0,69 Hovde Plaza,2680,NSW,5.0
845,Koressa,Maris,Female,51,1973-12-24,Associate Professor,Manufacturing,Mass Customer,0,0,3.0,3387 Warrior Court,2527,NSW,7.0
846,Alvan,Rebichon,Male,60,1954-03-25,Geologist I,Manufacturing,Affluent Customer,0,0,17.0,7837 Derek Street,2147,NSW,9.0
847,Kelci,Morrison,Female,66,1991-05-26,Chief Design Engineer,Retail,High Net Worth,0,0,9.0,00 Algoma Crossing,2141,NSW,7.0
848,Lannie,Chat,Male,79,1979-06-25,VP Product Management,Manufacturing,Mass Customer,0,0,13.0,341 Londonderry Point,4215,QLD,7.0
849,Sylvan,Capper,Male,72,1969-09-15,Librarian,Entertainment,Mass Customer,0,0,10.0,2661 Di Loreto Point,4701,QLD,7.0
850,Nevin,Hanfrey,Male,79,2000-09-24,Clinical Specialist,Health,Mass Customer,0,0,1.0,036 Kedzie Terrace,2163,NSW,9.0
851,Cammi,Tesmond,Female,19,1987-12-30,Project Manager,,Affluent Customer,0,1,2.0,615 Spenser Drive,4220,QLD,10.0
852,Andie,Bonney,Female,37,2000-11-04,Compensation Analyst,Financial Services,Affluent Customer,0,1,2.0,641 Waywood Lane,2336,NSW,7.0
853,Nolana,Rotter,Female,26,1981-10-04,Media Manager I,Retail,Mass Customer,0,1,16.0,49 Buhler Plaza,2650,NSW,2.0
854,Charisse,Thoresby,Female,35,2000-10-24,Marketing Manager,,Affluent Customer,0,0,2.0,56 Graceland Alley,3031,VIC,7.0
855,Bennie,Llywarch,Female,74,1974-10-26,General Manager,Retail,High Net Worth,0,1,16.0,3 Magdeline Way,4415,QLD,2.0
856,Peyton,Monkeman,Male,63,1988-10-01,Quality Engineer,Financial Services,Mass Customer,0,1,9.0,94 Anhalt Way,3139,VIC,7.0
857,Theo,,Female,15,1964-08-14,General Manager,,High Net Worth,0,0,4.0,18 Parkside Plaza,4122,QLD,4.0
858,Barby,Charlwood,Female,79,1980-06-02,Internal Auditor,Financial Services,High Net Worth,0,1,9.0,681 Transport Pass,4055,QLD,7.0
859,Devinne,Tommeo,Female,53,1978-08-02,Geologist I,Financial Services,Affluent Customer,0,1,7.0,6 Harper Lane,2150,NSW,10.0
860,Ida,,Female,80,1980-08-12,,,High Net Worth,0,1,7.0,59041 Independence Point,4020,QLD,9.0
861,Rebekah,Dmych,Female,73,1977-05-24,Senior Financial Analyst,Financial Services,High Net Worth,0,0,17.0,55 Hovde Parkway,3975,VIC,8.0
862,Worden,Fossitt,Male,83,1977-12-27,Information Systems Manager,Argiculture,High Net Worth,0,1,16.0,36903 Reinke Trail,3147,VIC,10.0
863,Kessiah,Logg,Female,19,1961-09-10,Senior Financial Analyst,Financial Services,Affluent Customer,0,0,5.0,938 Nova Junction,3623,VIC,1.0
864,Regen,Nares,Male,6,1970-03-06,,Retail,High Net Worth,0,1,4.0,48 Bobwhite Crossing,4122,QLD,8.0
865,Germain,De la Harpe,Female,73,1965-04-12,Desktop Support Technician,Telecommunications,Mass Customer,0,0,19.0,7391 Ruskin Parkway,4356,QLD,5.0
866,Stanislaus,Gottelier,Male,28,1973-01-05,Associate Professor,,Affluent Customer,0,1,14.0,677 Butternut Crossing,2216,NSW,7.0
867,Lura,MacKim,Female,12,1973-05-10,VP Marketing,,Mass Customer,0,0,17.0,8360 Washington Avenue,3124,VIC,12.0
868,Effie,Duddy,Female,84,1979-07-18,VP Accounting,Financial Services,Mass Customer,0,1,11.0,519 Maywood Pass,2768,NSW,10.0
869,Addia,Abels,Female,7,1984-03-11,Account Representative I,Financial Services,High Net Worth,0,1,10.0,6712 Nova Crossing,2065,NSW,10.0
870,Hugh,Wilce,Male,63,1964-01-29,Pharmacist,Health,Mass Customer,0,0,6.0,383 Rockefeller Junction,2753,NSW,9.0
871,Janka,Yesinin,Female,40,1992-01-20,,,Mass Customer,0,1,5.0,71039 Packers Street,2034,NSW,10.0
872,Suki,Ivachyov,Female,47,1971-04-28,Structural Engineer,IT,Mass Customer,0,0,13.0,5 Hauk Lane,2650,NSW,3.0
873,Worthington,Penwarden,Male,37,1959-12-23,Occupational Therapist,Health,Affluent Customer,0,1,20.0,02377 Maywood Trail,2287,NSW,7.0
874,Howard,Oseland,Male,78,2001-05-05,,Health,Mass Customer,0,1,1.0,2 School Street,2010,NSW,10.0
875,Caryl,Linnett,Male,34,1999-02-23,Recruiting Manager,Financial Services,Mass Customer,0,1,2.0,9254 Straubel Street,3034,VIC,9.0
876,Neil,Jencey,Male,44,1968-10-06,Physical Therapy Assistant,IT,High Net Worth,0,0,19.0,3 Glacier Hill Parkway,2196,NSW,10.0
877,Didi,Milne,Female,92,1988-05-13,Accounting Assistant III,Financial Services,Mass Customer,0,1,3.0,029 Springview Place,2177,NSW,8.0
878,Clarence,Silby,Male,31,1982-11-01,Environmental Specialist,Manufacturing,Mass Customer,0,1,9.0,1 Springview Place,4800,QLD,5.0
879,Hestia,Smetoun,Female,58,1978-08-02,,,Mass Customer,0,0,12.0,60 Meadow Valley Avenue,2219,NSW,10.0
880,Neely,Lundon,Female,11,1963-12-31,Internal Auditor,,High Net Worth,0,1,10.0,42 Thompson Hill,2234,NSW,10.0
881,Carmella,O' Lone,Female,82,1980-05-07,Information Systems Manager,,High Net Worth,0,0,15.0,2 Pankratz Street,4812,QLD,5.0
882,Esmaria,Lythgoe,Female,59,1965-09-29,,Property,Mass Customer,0,1,11.0,65345 Marcy Crossing,2065,NSW,12.0
883,Lolita,Bennie,U,73,,Recruiter,IT,Mass Customer,0,1,,77 Pawling Pass,2537,NSW,3.0
884,Pepito,Lamming,Male,11,1978-01-30,Web Designer IV,Property,Mass Customer,0,0,17.0,06419 Dayton Junction,3191,VIC,10.0
885,Yancey,Wivell,Male,20,1966-11-11,Statistician IV,Financial Services,Mass Customer,0,0,18.0,5 Hauk Way,4870,QLD,8.0
886,Dawna,McCullen,Female,53,1974-11-15,Accounting Assistant III,Health,Mass Customer,0,0,11.0,923 Westerfield Junction,2065,NSW,10.0
887,Patrizius,Hardinge,Male,55,1997-11-17,,Manufacturing,High Net Worth,0,0,1.0,707 Spaight Place,2830,NSW,4.0
888,Chickie,Gulleford,Female,62,1963-11-10,Accountant IV,Manufacturing,Mass Customer,0,0,10.0,89 Monument Place,4720,QLD,1.0
889,Ezequiel,Coggeshall,Male,46,1967-02-19,Sales Representative,Retail,Affluent Customer,0,1,10.0,583 Coleman Parkway,4213,QLD,9.0
890,Tony,Cordsen,Female,55,1974-02-01,Dental Hygienist,Health,Mass Customer,0,1,15.0,376 Buena Vista Street,2026,NSW,11.0
891,Talbot,Andrioni,Male,21,1981-08-06,Occupational Therapist,Health,High Net Worth,0,1,9.0,91457 Anderson Avenue,3124,VIC,12.0
892,Conroy,Healy,U,22,,Office Assistant II,IT,Mass Customer,0,1,,39 Ronald Regan Alley,3765,VIC,8.0
893,Gibby,Fearnley,Male,97,1983-09-11,Geologist I,IT,Mass Customer,0,0,16.0,1 5th Parkway,2148,NSW,8.0
894,Catie,Kibbey,Female,13,1970-12-18,Desktop Support Technician,Financial Services,High Net Worth,0,1,9.0,7 Meadow Ridge Center,2165,NSW,9.0
895,Juli,Curness,Female,58,1966-09-03,,,Mass Customer,0,1,12.0,41821 Sheridan Center,2756,NSW,9.0
896,Idell,Belderson,Female,25,1978-06-10,VP Sales,,Mass Customer,0,0,15.0,7 Reindahl Center,2767,NSW,8.0
897,Pris,Fance,Female,25,1969-01-11,Account Executive,Manufacturing,Mass Customer,0,0,11.0,6382 Bayside Street,2153,NSW,10.0
898,Reyna,Braizier,Female,53,1977-08-28,General Manager,Financial Services,Affluent Customer,0,0,16.0,850 Manitowish Avenue,2148,NSW,8.0
899,Teodora,Lawling,Female,42,1963-08-05,Business Systems Development Analyst,Health,Affluent Customer,0,1,12.0,88 Comanche Point,2486,NSW,7.0
900,Clevey,Ivamy,Male,48,1990-08-07,Associate Professor,Manufacturing,Mass Customer,0,1,5.0,13845 Hayes Center,3228,VIC,8.0
901,Letta,McCarter,Female,13,1975-04-27,,Retail,Mass Customer,0,1,16.0,88022 South Road,4511,QLD,5.0
902,Selene,Vasiltsov,Female,37,1989-07-26,Staff Scientist,Retail,Mass Customer,0,0,18.0,9 Northridge Lane,2340,NSW,3.0
903,Hewe,Lidgley,Male,46,1961-07-03,,Financial Services,Mass Customer,0,0,14.0,95530 Hallows Circle,4110,QLD,5.0
904,Kariotta,Ludman,Female,51,1974-05-06,Database Administrator II,,High Net Worth,0,1,11.0,97 Karstens Place,4226,QLD,7.0
905,Dorian,Drinkel,Female,41,1978-02-11,Safety Technician II,Manufacturing,Affluent Customer,0,0,12.0,237 Summit Pass,4506,QLD,3.0
906,Cammy,Marcroft,Male,73,1998-12-30,Financial Analyst,Financial Services,High Net Worth,0,1,3.0,1 Cottonwood Street,3150,VIC,9.0
907,Eamon,McWhin,Male,51,1978-12-25,Sales Associate,Property,High Net Worth,0,1,17.0,8642 Forest Run Avenue,2026,NSW,9.0
908,Carry,Tomlett,Female,86,1980-08-28,,Financial Services,Affluent Customer,0,1,17.0,352 Bonner Crossing,3084,VIC,8.0
909,Suzette,Surgison,Female,77,1960-01-04,Operator,,High Net Worth,0,1,8.0,52726 High Crossing Junction,3802,VIC,7.0
910,Lewes,Foulcher,Male,50,1986-04-26,Biostatistician I,Financial Services,Mass Customer,0,0,14.0,60086 Summit Lane,2116,NSW,10.0
911,Marcellus,Shawcroft,Male,62,1974-10-13,Structural Analysis Engineer,Property,Affluent Customer,0,0,3.0,5 Farmco Way,2747,NSW,8.0
912,Vince,Dalmon,Male,37,1968-07-19,Sales Representative,Retail,Mass Customer,0,1,19.0,33 Kropf Hill,2211,NSW,10.0
913,Dayle,Spearman,Female,67,2000-10-28,,Financial Services,Mass Customer,0,0,1.0,2 Derek Pass,2222,NSW,7.0
914,Marc,Egleton,Male,73,1999-06-16,Chemical Engineer,Manufacturing,Affluent Customer,0,1,2.0,87140 Mandrake Lane,3124,VIC,8.0
915,Austina,Orrice,Female,17,1984-09-07,Budget/Accounting Analyst IV,Entertainment,Mass Customer,0,0,7.0,69278 High Crossing Place,2795,NSW,5.0
916,Joycelin,,Female,18,1991-06-18,Recruiter,,Affluent Customer,0,0,8.0,42 Cordelia Park,2567,NSW,8.0
917,Odo,MacKaig,Male,63,1964-05-06,VP Product Management,Financial Services,Mass Customer,0,0,19.0,50 2nd Center,3188,VIC,9.0
918,Mahmud,Chiles,Male,73,1975-02-26,Internal Auditor,Health,High Net Worth,0,0,13.0,8 Colorado Circle,3730,VIC,4.0
919,Grove,Peltzer,Male,48,1987-07-17,Registered Nurse,Health,Mass Customer,0,1,13.0,55 Daystar Court,2234,NSW,10.0
920,Stefano,Thornborrow,Male,89,1976-01-19,Software Test Engineer IV,Health,Mass Customer,0,1,19.0,21 Dwight Crossing,2062,NSW,10.0
921,Gretchen,Seneschal,Female,77,1979-12-19,Help Desk Technician,Manufacturing,Mass Customer,0,0,7.0,3828 Norway Maple Avenue,2027,NSW,11.0
922,Bekki,Ralston,Female,52,1972-10-10,Operator,Financial Services,Mass Customer,0,0,19.0,3044 Summer Ridge Center,3060,VIC,8.0
923,Garrek,Grimwade,Male,44,1977-06-26,Senior Financial Analyst,Financial Services,High Net Worth,0,0,19.0,43455 Carey Center,4131,QLD,4.0
924,Clementius,Hambric,Male,33,1976-11-08,Computer Systems Analyst II,,Affluent Customer,0,0,13.0,57953 Drewry Street,2518,NSW,10.0
925,Nicko,Pembridge,Male,42,1978-08-07,Accountant IV,Manufacturing,Affluent Customer,0,0,16.0,3 Luster Junction,2323,NSW,4.0
926,Terrel,Matthisson,Male,18,1965-10-14,Professor,Telecommunications,Affluent Customer,0,0,10.0,9987 Stuart Alley,2766,NSW,8.0
927,Jarret,,Male,25,1966-02-19,Cost Accountant,Financial Services,Mass Customer,0,1,18.0,2309 Gulseth Way,3199,VIC,8.0
928,Porty,Clemmitt,Male,61,1973-05-14,Associate Professor,,High Net Worth,0,1,18.0,730 Dixon Place,3158,VIC,8.0
929,Kippy,Conerding,Male,0,1965-09-04,Database Administrator III,Financial Services,Mass Customer,0,1,13.0,10421 Cordelia Parkway,3188,VIC,12.0
930,Evelina,Dinan,Female,86,1971-11-10,Executive Secretary,Retail,Mass Customer,0,1,8.0,35454 Welch Hill,2477,NSW,6.0
931,Katrina,Sappson,Female,59,1999-08-07,Design Engineer,Manufacturing,Affluent Customer,0,1,1.0,3403 Spenser Terrace,3143,VIC,8.0
932,Yoko,Dowrey,Female,30,1989-07-20,Graphic Designer,,Mass Customer,0,0,18.0,06 Oneill Parkway,2770,NSW,7.0
